,Acc,BinNo,Braking,Coasting,Cruise,EE A,EE GEN,EE RB1,EE RB2,Eng_Tract,Fuel flag,GEN flag1,GEN flag2,Idle,Jerk,Old Bin,Power(kW),SOC,acceleration,speed,stp
140,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.90198357116015,0.0,0.0,0.0
141,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.89794133254531,0.0,0.0,0.0
142,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.893899093930465,0.0,0.0,0.0
143,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.88985685531562,0.0,0.0,0.0
144,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.88581461670078,0.0,0.0,0.0
145,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.881772378085934,0.0,0.0,0.0
146,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.87773013947109,0.0,0.0,0.0
147,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.87368790085625,0.0,0.0,0.0
148,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.8696456622414,0.0,0.0,0.0
149,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.86560342362656,0.0,0.0,0.0
150,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.861561185011716,0.0,0.0,0.0
151,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.85751894639687,0.0,0.0,0.0
152,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.85347670778203,0.0,0.0,0.0
153,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.849434469167186,0.0,0.0,0.0
154,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.84539223055234,0.0,0.0,0.0
155,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.8413499919375,0.0,0.0,0.0
